ano,mes,data,regiao,uf,municipio,expectativa_vida,taxa_mortalidade,taxa_internacao,cobertura_vacinal,medicos_por_1000,leitos_hospitalares,casos_doencas_cronicas,nivel_criticidade
2020,10,2020-10-01,Sul,PR,Curitiba,77.5,4.23,117.52,76.16,1.94,10142,131338,Alto
2020,10,2020-10-01,Sul,PR,Londrina,76.6,4.91,157.01,59.31,1.16,9359,186372,Crítico
2020,10,2020-10-01,Sul,SC,Florianópolis,76.0,8.12,179.35,70.59,2.26,11328,19457,Alto
2020,10,2020-10-01,Sul,SC,Joinville,69.7,8.97,139.53,64.63,2.87,6365,161203,Médio
2020,10,2020-10-01,Sul,RS,Porto Alegre,70.3,11.92,134.42,65.49,3.62,3544,20716,Baixo
2020,10,2020-10-01,Sul,RS,Caxias do Sul,78.9,7.4,91.73,63.64,1.52,8636,177619,Médio
2020,11,2020-11-01,Norte,AM,Manaus,72.2,6.65,96.76,63.33,1.71,8966,32941,Alto
2020,11,2020-11-01,Norte,PA,Belém,77.6,9.03,166.78,94.15,1.37,11289,150308,Crítico
2020,11,2020-11-01,Norte,PA,Santarém,73.3,4.05,88.35,58.03,3.01,2483,26439,Alto
2020,11,2020-11-01,Norte,RO,Porto Velho,68.0,8.49,139.77,95.79,3.34,6426,65172,Crítico
2020,11,2020-11-01,Norte,TO,Palmas,76.5,8.76,135.11,79.4,3.11,9602,75844,Baixo
2020,11,2020-11-01,Nordeste,BA,Salvador,73.9,6.29,48.27,87.7,2.38,10203,76511,Alto
2020,11,2020-11-01,Nordeste,BA,Feira de Santana,79.0,5.78,178.83,69.16,1.83,11106,37698,Médio
2020,11,2020-11-01,Nordeste,PE,Recife,68.3,6.75,134.74,88.13,0.87,4847,90028,Médio
2020,11,2020-11-01,Nordeste,PE,Jaboatão dos Guararapes,78.8,5.46,55.34,70.29,3.13,9176,91258,Médio
2020,11,2020-11-01,Nordeste,CE,Fortaleza,68.8,5.42,163.75,89.58,1.13,3418,172684,Baixo
2020,11,2020-11-01,Nordeste,CE,Juazeiro do Norte,75.0,10.23,148.15,80.94,3.54,3466,122036,Crítico
2020,11,2020-11-01,Nordeste,MA,São Luís,77.7,9.36,93.22,77.39,2.43,731,105401,Baixo
2020,11,2020-11-01,Nordeste,PB,João Pessoa,75.0,4.22,178.31,86.93,2.32,1576,173224,Médio
2020,11,2020-11-01,Centro-Oeste,DF,Brasília,71.3,8.81,63.09,87.93,2.03,8419,11590,Alto
2020,11,2020-11-01,Centro-Oeste,GO,Goiânia,76.5,6.16,135.71,78.54,2.36,1571,196501,Médio
2020,11,2020-11-01,Centro-Oeste,GO,Aparecida de Goiânia,74.3,9.91,148.89,54.09,3.09,1243,59837,Médio
2020,11,2020-11-01,Centro-Oeste,MT,Cuiabá,72.2,7.65,119.38,76.7,3.74,8141,192451,Alto
2020,11,2020-11-01,Centro-Oeste,MS,Campo Grande,74.5,7.6,170.36,84.05,1.05,2158,135141,Crítico
2020,11,2020-11-01,Sudeste,SP,São Paulo,77.2,10.95,49.18,79.9,1.76,663,113067,Médio
2020,11,2020-11-01,Sudeste,SP,Campinas,69.6,4.2,160.83,60.4,1.33,1839,5183,Baixo
2020,11,2020-11-01,Sudeste,SP,Ribeirão Preto,75.8,10.64,60.97,77.54,3.07,4261,8629,Baixo
2020,11,2020-11-01,Sudeste,RJ,Rio de Janeiro,76.6,4.38,75.64,55.71,3.55,4278,68312,Crítico
2020,11,2020-11-01,Sudeste,RJ,Niterói,68.7,6.66,151.67,66.34,3.57,4221,113036,Médio
2020,11,2020-11-01,Sudeste,RJ,Nova Iguaçu,74.6,11.61,73.51,69.79,1.18,1428,51393,Baixo
2020,11,2020-11-01,Sudeste,RJ,Petrópolis,68.3,8.56,49.97,97.58,3.33,10000,132138,Alto
2020,11,2020-11-01,Sudeste,MG,Belo Horizonte,77.8,4.64,127.98,87.07,1.37,10763,174508,Baixo
2020,11,2020-11-01,Sudeste,MG,Uberlândia,77.1,11.06,149.08,79.74,1.05,4064,73678,Baixo
2020,11,2020-11-01,Sudeste,MG,Juiz de Fora,75.4,11.24,139.91,57.8,2.54,1835,199239,Baixo
2020,11,2020-11-01,Sudeste,ES,Vitória,76.5,9.31,43.64,62.19,1.08,4541,156382,Baixo
2020,11,2020-11-01,Sudeste,ES,Vila Velha,74.1,6.05,172.62,92.18,2.46,914,101256,Médio
2020,11,2020-11-01,Sudeste,ES,Serra,75.6,4.11,67.61,65.08,3.77,3550,54115,Alto
2020,11,2020-11-01,Sul,PR,Curitiba,76.7,5.97,168.26,85.16,3.08,10799,14258,Crítico
2020,11,2020-11-01,Sul,PR,Londrina,69.6,11.43,144.77,68.16,3.8,4341,2872,Alto
2020,11,2020-11-01,Sul,SC,Florianópolis,68.5,5.6,176.86,83.25,1.61,5848,53277,Baixo
2020,11,2020-11-01,Sul,SC,Joinville,69.5,9.91,142.63,56.71,3.86,3303,137594,Crítico
2020,11,2020-11-01,Sul,RS,Porto Alegre,71.1,5.01,49.45,92.99,2.1,5223,95142,Médio
2020,11,2020-11-01,Sul,RS,Caxias do Sul,75.2,8.93,155.29,97.87,1.31,11738,136964,Médio
2020,12,2020-12-01,Norte,AM,Manaus,73.2,11.77,52.44,60.93,2.73,7295,45659,Alto
2020,12,2020-12-01,Norte,PA,Belém,70.9,9.17,174.98,68.51,1.76,6206,179080,Alto
2020,12,2020-12-01,Norte,PA,Santarém,73.5,8.79,136.57,88.62,1.02,8019,88718,Alto
2020,12,2020-12-01,Norte,RO,Porto Velho,72.8,4.46,157.82,73.23,3.83,710,133626,Alto
2020,12,2020-12-01,Norte,TO,Palmas,71.4,10.31,106.15,87.88,2.93,2796,49418,Médio
2020,12,2020-12-01,Nordeste,BA,Salvador,76.3,6.53,131.93,50.66,1.9,8404,105609,Baixo
2020,12,2020-12-01,Nordeste,BA,Feira de Santana,70.9,8.61,71.74,73.34,3.38,5174,39206,Alto
2020,12,2020-12-01,Nordeste,PE,Recife,73.5,7.5,177.69,73.24,0.83,1646,77117,Médio
2020,12,2020-12-01,Nordeste,PE,Jaboatão dos Guararapes,68.5,11.08,138.32,59.39,1.59,9628,84054,Baixo
2020,12,2020-12-01,Nordeste,CE,Fortaleza,76.1,9.77,85.1,76.91,2.02,3941,172742,Médio
2020,12,2020-12-01,Nordeste,CE,Juazeiro do Norte,77.3,8.53,112.34,68.02,2.49,3232,186560,Crítico
2020,12,2020-12-01,Nordeste,MA,São Luís,72.6,4.85,86.66,90.15,1.48,1694,98797,Médio
2020,12,2020-12-01,Nordeste,PB,João Pessoa,78.8,11.34,120.99,53.9,2.84,1789,152814,Médio
2020,12,2020-12-01,Centro-Oeste,DF,Brasília,76.9,5.97,98.12,87.86,1.86,2278,35668,Baixo
2020,12,2020-12-01,Centro-Oeste,GO,Goiânia,73.7,7.24,69.86,68.94,2.87,11944,22934,Médio
2020,12,2020-12-01,Centro-Oeste,GO,Aparecida de Goiânia,70.3,5.1,69.07,56.45,0.94,4764,166903,Médio
2020,12,2020-12-01,Centro-Oeste,MT,Cuiabá,72.4,8.49,80.9,52.81,3.48,11567,93222,Alto
2020,12,2020-12-01,Centro-Oeste,MS,Campo Grande,69.8,11.82,69.04,91.28,1.42,10339,27691,Crítico
2020,12,2020-12-01,Sudeste,SP,São Paulo,70.3,5.22,87.55,70.96,3.97,5027,100082,Médio
2020,12,2020-12-01,Sudeste,SP,Campinas,72.8,8.25,80.63,89.35,3.8,2770,141530,Baixo
2020,12,2020-12-01,Sudeste,SP,Ribeirão Preto,70.9,8.45,57.06,63.66,3.34,10843,51775,Crítico
2020,12,2020-12-01,Sudeste,RJ,Rio de Janeiro,76.6,9.41,82.02,58.23,3.81,4794,68123,Médio
2020,12,2020-12-01,Sudeste,RJ,Niterói,71.8,11.97,87.68,90.99,1.91,2592,148465,Baixo
2020,12,2020-12-01,Sudeste,RJ,Nova Iguaçu,74.1,5.81,67.08,90.88,2.3,7661,193546,Alto
2020,12,2020-12-01,Sudeste,RJ,Petrópolis,72.7,8.55,159.05,90.13,3.49,9054,148343,Baixo
2020,12,2020-12-01,Sudeste,MG,Belo Horizonte,73.3,6.34,91.43,94.88,1.09,3687,117830,Baixo
2020,12,2020-12-01,Sudeste,MG,Uberlândia,72.8,9.51,48.37,50.05,3.1,7237,108608,Médio
2020,12,2020-12-01,Sudeste,MG,Juiz de Fora,73.2,4.79,114.76,62.29,1.15,8182,119252,Crítico
2020,12,2020-12-01,Sudeste,ES,Vitória,70.6,9.57,77.85,74.09,3.59,2239,52718,Crítico
2020,12,2020-12-01,Sudeste,ES,Vila Velha,78.5,5.73,52.95,70.95,3.96,10263,146004,Alto
2020,12,2020-12-01,Sudeste,ES,Serra,70.7,8.1,99.24,95.59,2.8,7766,31886,Alto
2020,12,2020-12-01,Sul,PR,Curitiba,77.6,10.02,147.54,88.07,2.03,8403,89903,Baixo
2020,12,2020-12-01,Sul,PR,Londrina,75.1,5.08,116.92,65.23,3.87,9972,68836,Crítico
2020,12,2020-12-01,Sul,SC,Florianópolis,70.7,5.44,142.43,57.05,1.57,4931,121112,Crítico
2020,12,2020-12-01,Sul,SC,Joinville,78.7,5.34,72.06,85.07,2.22,7541,53810,Médio
2020,12,2020-12-01,Sul,RS,Porto Alegre,72.7,4.29,68.73,85.62,1.45,4611,30098,Alto
2020,12,2020-12-01,Sul,RS,Caxias do Sul,73.7,4.34,80.59,74.9,1.63,10891,198973,Médio
2021,1,2021-01-01,Norte,AM,Manaus,74.0,6.83,82.95,93.97,1.25,4066,42474,Alto
2021,1,2021-01-01,Norte,PA,Belém,74.0,7.66,63.45,62.11,3.55,8416,108230,Crítico
2021,1,2021-01-01,Norte,PA,Santarém,69.0,11.58,128.45,50.33,2.77,2480,109401,Baixo
2021,1,2021-01-01,Norte,RO,Porto Velho,75.1,9.2,168.86,91.89,2.41,4510,114366,Médio
2021,1,2021-01-01,Norte,TO,Palmas,76.4,6.78,125.65,55.26,2.74,1455,170602,Crítico
2021,1,2021-01-01,Nordeste,BA,Salvador,73.7,9.26,161.27,68.91,3.85,5217,11628,Baixo
2021,1,2021-01-01,Nordeste,BA,Feira de Santana,74.1,10.0,99.85,86.41,3.02,7193,48828,Alto
2021,1,2021-01-01,Nordeste,PE,Recife,77.8,8.99,101.26,53.61,3.29,6091,150607,Baixo
2021,1,2021-01-01,Nordeste,PE,Jaboatão dos Guararapes,77.3,6.71,48.85,94.42,3.88,10146,33900,Médio
2021,1,2021-01-01,Nordeste,CE,Fortaleza,75.2,5.97,80.52,63.32,3.17,7503,153648,Médio
2021,1,2021-01-01,Nordeste,CE,Juazeiro do Norte,77.3,5.28,160.01,51.17,1.34,2735,139841,Crítico
2021,1,2021-01-01,Nordeste,MA,São Luís,75.6,4.87,51.81,93.96,1.64,9199,69438,Baixo
2021,1,2021-01-01,Nordeste,PB,João Pessoa,73.2,6.71,98.85,62.74,3.65,10527,111975,Crítico
2021,1,2021-01-01,Centro-Oeste,DF,Brasília,74.2,11.69,172.31,54.1,2.68,5949,31056,Baixo
2021,1,2021-01-01,Centro-Oeste,GO,Goiânia,72.3,5.37,129.72,93.04,2.51,2125,75660,Crítico
2021,1,2021-01-01,Centro-Oeste,GO,Aparecida de Goiânia,72.0,11.53,122.68,93.51,3.07,1787,36292,Alto
2021,1,2021-01-01,Centro-Oeste,MT,Cuiabá,71.1,9.39,154.77,58.21,3.12,10556,173814,Crítico
2021,1,2021-01-01,Centro-Oeste,MS,Campo Grande,70.1,5.21,48.52,66.58,0.84,3777,105458,Baixo
2021,1,2021-01-01,Sudeste,SP,São Paulo,69.8,10.84,82.57,53.06,1.46,417,46410,Médio
2021,1,2021-01-01,Sudeste,SP,Campinas,76.2,11.68,77.7,91.36,3.27,2645,27293,Médio
2021,1,2021-01-01,Sudeste,SP,Ribeirão Preto,74.4,9.9,151.2,96.86,2.79,1305,114979,Alto
2021,1,2021-01-01,Sudeste,RJ,Rio de Janeiro,72.5,4.15,113.2,63.81,3.26,4412,43954,Alto
2021,1,2021-01-01,Sudeste,RJ,Niterói,75.9,8.03,105.95,95.09,1.22,8381,118709,Alto
2021,1,2021-01-01,Sudeste,RJ,Nova Iguaçu,76.6,6.6,136.16,65.47,0.89,8417,83115,Médio
2021,1,2021-01-01,Sudeste,RJ,Petrópolis,69.9,11.34,136.91,82.42,1.78,11797,8803,Médio
2021,1,2021-01-01,Sudeste,MG,Belo Horizonte,73.7,8.78,144.82,63.55,1.73,4134,136758,Crítico
2021,1,2021-01-01,Sudeste,MG,Uberlândia,72.7,9.14,81.65,83.75,1.49,278,143891,Crítico
2021,1,2021-01-01,Sudeste,MG,Juiz de Fora,75.8,11.93,122.24,65.95,1.83,11060,182838,Médio
2021,1,2021-01-01,Sudeste,ES,Vitória,77.3,8.43,45.59,67.47,3.13,8306,167875,Crítico
2021,1,2021-01-01,Sudeste,ES,Vila Velha,74.1,8.1,155.75,77.99,3.17,8484,152045,Médio
2021,1,2021-01-01,Sudeste,ES,Serra,74.4,4.41,175.91,60.23,1.51,10976,65912,Baixo
2021,1,2021-01-01,Sul,PR,Curitiba,68.6,8.36,179.0,64.09,1.9,10317,56247,Médio
2021,1,2021-01-01,Sul,PR,Londrina,74.5,8.81,57.27,76.02,2.27,9575,66586,Médio
2021,1,2021-01-01,Sul,SC,Florianópolis,77.1,10.25,98.54,86.89,3.97,7236,9268,Baixo
2021,1,2021-01-01,Sul,SC,Joinville,69.1,9.99,88.99,64.16,3.18,6514,190694,Baixo
2021,1,2021-01-01,Sul,RS,Porto Alegre,73.6,5.88,126.56,70.95,3.54,5911,188096,Baixo
2021,1,2021-01-01,Sul,RS,Caxias do Sul,68.7,5.79,81.99,59.61,2.33,3492,113116,Alto
2021,2,2021-02-01,Norte,AM,Manaus,72.0,7.45,56.86,53.24,2.08,10073,4514,Baixo
2021,2,2021-02-01,Norte,PA,Belém,71.5,5.5,55.3,65.19,3.35,2501,93444,Crítico
2021,2,2021-02-01,Norte,PA,Santarém,72.1,5.54,103.09,57.73,3.92,4470,124214,Médio
2021,2,2021-02-01,Norte,RO,Porto Velho,69.1,10.29,81.51,69.13,0.83,346,61679,Alto
2021,2,2021-02-01,Norte,TO,Palmas,75.3,7.26,171.01,73.49,3.26,1583,80888,Crítico
2021,2,2021-02-01,Nordeste,BA,Salvador,71.9,7.47,78.42,72.89,3.02,1098,154126,Médio
2021,2,2021-02-01,Nordeste,BA,Feira de Santana,78.1,5.68,112.95,53.05,2.14,6396,69789,Médio
2021,2,2021-02-01,Nordeste,PE,Recife,70.5,8.17,178.98,76.65,1.33,4638,37071,Crítico
2021,2,2021-02-01,Nordeste,PE,Jaboatão dos Guararapes,70.2,7.85,177.17,91.72,3.39,1996,109559,Médio
2021,2,2021-02-01,Nordeste,CE,Fortaleza,74.1,11.11,53.19,66.12,2.8,9494,189672,Crítico
2021,2,2021-02-01,Nordeste,CE,Juazeiro do Norte,71.0,5.29,160.46,78.89,3.01,3034,105908,Crítico
2021,2,2021-02-01,Nordeste,MA,São Luís,69.4,4.82,146.45,51.24,2.69,8524,196224,Alto
2021,2,2021-02-01,Nordeste,PB,João Pessoa,70.2,8.91,135.68,88.99,3.31,10444,109005,Médio
2021,2,2021-02-01,Centro-Oeste,DF,Brasília,71.2,5.27,149.85,81.17,2.65,4916,140462,Médio
2021,2,2021-02-01,Centro-Oeste,GO,Goiânia,75.5,6.55,160.64,95.3,2.7,7901,22975,Crítico
2021,2,2021-02-01,Centro-Oeste,GO,Aparecida de Goiânia,73.0,9.37,101.99,74.41,3.29,1038,125167,Alto
2021,2,2021-02-01,Centro-Oeste,MT,Cuiabá,70.9,5.34,153.75,85.48,2.73,4579,172103,Crítico
2021,2,2021-02-01,Centro-Oeste,MS,Campo Grande,73.4,7.13,83.67,70.71,3.92,3597,105609,Alto
2021,2,2021-02-01,Sudeste,SP,São Paulo,75.6,9.76,66.19,72.99,0.89,2263,140171,Crítico
2021,2,2021-02-01,Sudeste,SP,Campinas,70.4,10.29,41.74,89.32,2.41,259,16361,Médio
2021,2,2021-02-01,Sudeste,SP,Ribeirão Preto,72.1,5.2,70.4,52.17,3.04,6307,130193,Médio
2021,2,2021-02-01,Sudeste,RJ,Rio de Janeiro,71.8,8.52,147.22,77.39,0.9,2212,28318,Médio
2021,2,2021-02-01,Sudeste,RJ,Niterói,73.4,6.82,59.29,58.26,2.33,1813,64158,Baixo
2021,2,2021-02-01,Sudeste,RJ,Nova Iguaçu,78.9,8.42,78.47,65.9,3.96,3259,32475,Crítico
2021,2,2021-02-01,Sudeste,RJ,Petrópolis,71.6,4.53,100.55,90.88,3.06,2565,114824,Médio
2021,2,2021-02-01,Sudeste,MG,Belo Horizonte,69.7,10.22,179.36,55.18,3.57,2882,12861,Alto
2021,2,2021-02-01,Sudeste,MG,Uberlândia,75.7,9.51,45.31,96.38,3.65,4661,86012,Alto
2021,2,2021-02-01,Sudeste,MG,Juiz de Fora,69.3,8.37,140.86,60.48,2.26,9473,13687,Baixo
2021,2,2021-02-01,Sudeste,ES,Vitória,70.0,9.62,101.03,74.2,0.93,7940,47862,Alto
2021,2,2021-02-01,Sudeste,ES,Vila Velha,71.4,9.63,167.34,84.07,3.52,1532,44135,Médio
2021,2,2021-02-01,Sudeste,ES,Serra,71.6,4.01,40.75,69.2,2.42,680,195511,Médio
2021,2,2021-02-01,Sul,PR,Curitiba,74.9,7.44,152.48,86.08,3.3,11488,41324,Médio
2021,2,2021-02-01,Sul,PR,Londrina,71.6,10.08,153.94,76.43,3.68,11632,138224,Médio
2021,2,2021-02-01,Sul,SC,Florianópolis,71.2,7.43,94.45,69.52,2.91,6177,35891,Alto
2021,2,2021-02-01,Sul,SC,Joinville,70.5,8.36,153.35,70.38,2.94,7518,142699,Baixo
2021,2,2021-02-01,Sul,RS,Porto Alegre,69.0,10.07,159.58,58.86,0.88,1733,96077,Alto
2021,2,2021-02-01,Sul,RS,Caxias do Sul,75.2,8.8,68.23,89.26,1.78,6013,106955,Baixo
2021,3,2021-03-01,Norte,AM,Manaus,72.0,10.01,136.17,77.9,2.17,4996,22840,Médio
2021,3,2021-03-01,Norte,PA,Belém,75.8,6.23,128.39,93.03,2.04,4365,86805,Baixo
2021,3,2021-03-01,Norte,PA,Santarém,72.4,4.79,52.46,66.41,2.16,9988,173860,Médio
2021,3,2021-03-01,Norte,RO,Porto Velho,69.9,5.64,160.57,53.39,1.38,8439,32239,Médio
2021,3,2021-03-01,Norte,TO,Palmas,69.8,5.29,48.01,96.92,1.58,1967,107246,Crítico
2021,3,2021-03-01,Nordeste,BA,Salvador,75.1,6.19,95.85,82.92,3.28,2851,180761,Baixo
2021,3,2021-03-01,Nordeste,BA,Feira de Santana,76.0,11.16,172.94,58.22,0.81,4931,91807,Baixo
2021,3,2021-03-01,Nordeste,PE,Recife,72.7,4.57,47.82,75.82,3.36,6395,55172,Crítico
2021,3,2021-03-01,Nordeste,PE,Jaboatão dos Guararapes,73.6,5.47,89.26,65.58,1.51,3941,184721,Crítico
2021,3,2021-03-01,Nordeste,CE,Fortaleza,76.0,5.43,59.86,55.81,2.8,11504,179404,Alto
2021,3,2021-03-01,Nordeste,CE,Juazeiro do Norte,76.0,8.08,149.81,87.26,1.72,1757,128711,Alto
2021,3,2021-03-01,Nordeste,MA,São Luís,76.6,7.04,63.24,58.9,1.16,10117,184897,Alto
2021,3,2021-03-01,Nordeste,PB,João Pessoa,73.5,4.05,74.41,72.16,2.38,6377,62788,Crítico
2021,3,2021-03-01,Centro-Oeste,DF,Brasília,73.0,11.4,165.27,82.19,3.73,3752,71754,Crítico
2021,3,2021-03-01,Centro-Oeste,GO,Goiânia,76.1,11.84,119.7,73.65,3.98,5164,97938,Médio
2021,3,2021-03-01,Centro-Oeste,GO,Aparecida de Goiânia,74.4,10.05,89.46,90.66,3.99,8834,67981,Crítico
2021,3,2021-03-01,Centro-Oeste,MT,Cuiabá,74.1,8.94,119.01,87.7,3.37,11120,167179,Médio
2021,3,2021-03-01,Centro-Oeste,MS,Campo Grande,78.7,10.24,142.17,55.53,3.62,11856,73533,Crítico
2021,3,2021-03-01,Sudeste,SP,São Paulo,70.1,6.6,161.54,52.75,1.54,4276,188375,Médio
2021,3,2021-03-01,Sudeste,SP,Campinas,76.1,8.28,90.14,63.85,1.75,3379,84899,Alto
2021,3,2021-03-01,Sudeste,SP,Ribeirão Preto,76.5,6.12,158.35,75.04,1.89,11391,50080,Médio
2021,3,2021-03-01,Sudeste,RJ,Rio de Janeiro,75.6,9.62,40.52,62.21,3.13,2009,89565,Crítico
2021,3,2021-03-01,Sudeste,RJ,Niterói,75.7,4.54,50.13,70.53,1.2,9483,184082,Crítico
2021,3,2021-03-01,Sudeste,RJ,Nova Iguaçu,73.4,8.16,103.77,71.84,1.37,4803,194844,Médio
2021,3,2021-03-01,Sudeste,RJ,Petrópolis,78.5,7.33,46.76,68.66,0.82,11649,6208,Baixo
2021,3,2021-03-01,Sudeste,MG,Belo Horizonte,77.2,11.57,151.1,75.54,0.98,10535,76947,Médio
2021,3,2021-03-01,Sudeste,MG,Uberlândia,73.4,4.59,59.71,68.94,2.66,1253,4480,Crítico
2021,3,2021-03-01,Sudeste,MG,Juiz de Fora,74.3,5.51,150.81,73.95,1.89,6595,199999,Crítico
2021,3,2021-03-01,Sudeste,ES,Vitória,70.6,7.3,168.12,61.4,1.02,5296,61269,Baixo
2021,3,2021-03-01,Sudeste,ES,Vila Velha,73.9,4.42,109.13,79.96,2.88,7844,175576,Crítico
2021,3,2021-03-01,Sudeste,ES,Serra,77.9,5.41,60.56,82.95,2.06,550,72296,Médio
2021,3,2021-03-01,Sul,PR,Curitiba,72.5,9.63,145.23,50.77,3.12,10211,76148,Baixo
2021,3,2021-03-01,Sul,PR,Londrina,72.0,9.69,108.09,77.54,1.31,3324,62641,Crítico
2021,3,2021-03-01,Sul,SC,Florianópolis,77.0,5.54,166.68,81.34,3.22,8209,16346,Crítico
2021,3,2021-03-01,Sul,SC,Joinville,75.5,8.64,117.65,65.33,3.65,6562,161677,Baixo
2021,3,2021-03-01,Sul,RS,Porto Alegre,68.1,4.54,110.56,79.8,0.95,9809,56690,Alto
2021,3,2021-03-01,Sul,RS,Caxias do Sul,74.1,8.78,105.75,65.26,2.31,5737,94089,Baixo
2021,4,2021-04-01,Norte,AM,Manaus,71.6,7.38,176.18,50.99,2.43,5223,65044,Baixo
2021,4,2021-04-01,Norte,PA,Belém,73.9,9.04,133.89,93.53,2.04,10509,139926,Baixo
2021,4,2021-04-01,Norte,PA,Santarém,71.0,6.31,120.71,85.13,1.94,1819,94654,Baixo
2021,4,2021-04-01,Norte,RO,Porto Velho,72.3,11.8,123.7,75.58,3.58,740,29340,Alto
2021,4,2021-04-01,Norte,TO,Palmas,77.2,9.95,67.62,90.11,2.67,11155,110716,Médio
2021,4,2021-04-01,Nordeste,BA,Salvador,75.1,4.5,77.93,66.45,3.95,1397,5918,Baixo
2021,4,2021-04-01,Nordeste,BA,Feira de Santana,75.8,7.52,93.75,71.67,2.01,2538,124755,Baixo
2021,4,2021-04-01,Nordeste,PE,Recife,78.8,10.14,153.0,97.93,1.37,8453,140041,Crítico
2021,4,2021-04-01,Nordeste,PE,Jaboatão dos Guararapes,74.6,7.5,65.32,96.06,2.34,5018,159487,Crítico
2021,4,2021-04-01,Nordeste,CE,Fortaleza,76.3,7.74,140.18,71.89,3.25,692,43346,Crítico
2021,4,2021-04-01,Nordeste,CE,Juazeiro do Norte,72.7,10.14,70.04,54.15,3.83,11702,17103,Médio
2021,4,2021-04-01,Nordeste,MA,São Luís,68.5,4.05,118.5,76.55,1.74,4214,61619,Alto
2021,4,2021-04-01,Nordeste,PB,João Pessoa,69.0,11.0,99.67,55.94,1.45,9366,166199,Baixo
2021,4,2021-04-01,Centro-Oeste,DF,Brasília,73.6,10.4,102.78,96.64,3.12,6587,136456,Alto
2021,4,2021-04-01,Centro-Oeste,GO,Goiânia,71.9,12.0,131.77,89.0,2.59,2590,74048,Alto
2021,4,2021-04-01,Centro-Oeste,GO,Aparecida de Goiânia,78.4,4.22,161.61,65.08,3.37,5325,144815,Alto
2021,4,2021-04-01,Centro-Oeste,MT,Cuiabá,75.2,11.21,124.92,85.03,2.79,9845,100899,Alto
2021,4,2021-04-01,Centro-Oeste,MS,Campo Grande,70.4,6.08,124.27,86.77,1.9,10312,35705,Alto
2021,4,2021-04-01,Sudeste,SP,São Paulo,78.2,11.17,170.95,59.6,3.9,1445,55938,Médio
2021,4,2021-04-01,Sudeste,SP,Campinas,73.4,5.66,82.69,80.62,1.83,11995,162062,Crítico
2021,4,2021-04-01,Sudeste,SP,Ribeirão Preto,73.7,8.56,65.33,70.71,2.53,9521,99191,Médio
2021,4,2021-04-01,Sudeste,RJ,Rio de Janeiro,68.0,6.94,160.89,52.99,1.05,8055,165536,Alto
2021,4,2021-04-01,Sudeste,RJ,Niterói,72.9,11.48,148.59,61.75,2.37,9061,50932,Alto
2021,4,2021-04-01,Sudeste,RJ,Nova Iguaçu,70.6,10.19,74.62,56.1,1.15,7286,82715,Baixo
2021,4,2021-04-01,Sudeste,RJ,Petrópolis,75.2,9.78,93.29,52.88,0.91,9593,142081,Médio
2021,4,2021-04-01,Sudeste,MG,Belo Horizonte,76.6,8.25,40.1,89.86,3.75,10602,196529,Baixo
2021,4,2021-04-01,Sudeste,MG,Uberlândia,76.0,4.47,138.69,70.7,1.38,329,182620,Médio
2021,4,2021-04-01,Sudeste,MG,Juiz de Fora,75.1,10.08,97.91,77.5,1.48,8446,87732,Crítico
2021,4,2021-04-01,Sudeste,ES,Vitória,73.5,9.85,45.58,94.39,4.0,424,185972,Alto
2021,4,2021-04-01,Sudeste,ES,Vila Velha,75.6,11.02,125.35,85.36,3.92,11740,198385,Baixo
2021,4,2021-04-01,Sudeste,ES,Serra,73.2,6.94,61.97,88.92,2.41,9897,131425,Médio
2021,4,2021-04-01,Sul,PR,Curitiba,70.4,11.58,76.56,84.38,1.82,8181,83780,Crítico
2021,4,2021-04-01,Sul,PR,Londrina,70.7,4.05,113.81,50.5,1.1,10499,82670,Baixo
2021,4,2021-04-01,Sul,SC,Florianópolis,71.7,7.16,67.65,84.0,3.71,9798,66287,Médio
2021,4,2021-04-01,Sul,SC,Joinville,71.3,11.99,102.71,71.5,1.16,8963,35294,Alto
2021,4,2021-04-01,Sul,RS,Porto Alegre,70.2,4.85,64.44,77.77,1.46,6845,132623,Médio
2021,4,2021-04-01,Sul,RS,Caxias do Sul,71.0,8.06,148.82,65.08,2.31,3340,50796,Crítico
2021,5,2021-05-01,Norte,AM,Manaus,78.3,6.75,103.36,71.52,3.05,2180,49273,Médio
2021,5,2021-05-01,Norte,PA,Belém,75.9,6.05,148.42,81.19,1.15,8266,99131,Alto
2021,5,2021-05-01,Norte,PA,Santarém,72.2,9.76,55.82,81.19,3.18,4256,5544,Médio
2021,5,2021-05-01,Norte,RO,Porto Velho,68.0,6.35,121.64,79.22,3.69,9465,97272,Alto
2021,5,2021-05-01,Norte,TO,Palmas,78.1,11.77,152.67,82.64,1.24,3036,165867,Crítico
2021,5,2021-05-01,Nordeste,BA,Salvador,78.1,7.69,57.05,50.5,3.96,3257,40272,Baixo
2021,5,2021-05-01,Nordeste,BA,Feira de Santana,69.0,6.62,173.39,78.96,3.1,2250,52420,Médio
2021,5,2021-05-01,Nordeste,PE,Recife,76.6,9.24,89.04,89.1,2.08,9059,101356,Médio
2021,5,2021-05-01,Nordeste,PE,Jaboatão dos Guararapes,77.1,9.65,78.78,71.39,1.4,8628,125467,Médio
2021,5,2021-05-01,Nordeste,CE,Fortaleza,71.6,9.15,56.77,69.12,3.31,2326,117719,Alto
